NULL (U+0000)	00
䗤	a kind of worm produced in water (U+45E4)	e497a4
䗥	the solitary wasp, lice on cattle, a kind of gad-fly (U+45E5)	e497a5
䗦	(same as 蜂) bee; wasp (U+45E6)	e497a6
䗧	Libellulidae, a variety of dragonfly (U+45E7)	e497a7
䗨	Lepsima saccharina, a kind of silvery worm that eats clothes, books, etc. (U+45E8)	e497a8
䗩	toad (especially in reference to the one supposed to live on the moon), molluscs; mollusks generally (U+45E9)	e497a9
䗪	a kind of worm; can be used in Chinese medicine (U+45EA)	e497aa
䗫	(same as 蟆) a frog, a toad (U+45EB)	e497ab
䗬	(same as U+882D 蜂) bee; wasp, hornets, wasps (U+45EC)	e497ac
䗭	U+45ED (U+45ED)	e497ad
䗮	a kind of insect (U+45EE)	e497ae
䗯	a kind of insect, clam family (U+45EF)	e497af
䗰	spiral shell; conch, spiral (U+45F0)	e497b0
䗱	a kind of insect, snail family, snake family (U+45F1)	e497b1
䗲	firefly (U+45F2)	e497b2
䗳	U+45F3 (U+45F3)	e497b3
䗴	U+45F4 (U+45F4)	e497b4
䗵	a disease attacked silkworm, a dying silkworm (U+45F5)	e497b5
䗶	(non-classical form of 蠟) wax (U+45F6)	e497b6
䗷	a kind of wasp (U+45F7)	e497b7
䗸	a kind of insect; a weevil found in rice, etc. (U+45F8)	e497b8
䗹	(same as 蛓) hairy caterpillar (U+45F9)	e497b9
䗺	creeping; wriggly, (same as 蜑), the boat people in the coastal areas of Fukien (Fugian) and Kwangtung (Guangdong); Southern tribes (U+45FA)	e497ba
䗻	a kind of sea crab (U+45FB)	e497bb
䗼	a kind of insect (U+45FC)	e497bc
䗽	a small gadfly that suck blood of horse or cow; weevil found in rice, etc. (U+45FD)	e497bd
䗾	(same as 蜆) Corbicula leana, a variety of bivalves (U+45FE)	e497be
䗿	a kind of insect; mole cricket (U+45FF)	e497bf
䘀	(same as 蛗) grasshoppers (U+4600)	e49880
䘁	(same as 蠽) a blue-green colored cicada (U+4601)	e49881
䘂	(same as U+460B 䘋) a kind of insect (U+4602)	e49882
䘃	a kind of crab, (same as 蟔) a caterpillar (U+4603)	e49883
䘄	cicada famiy; a poisonous insect (U+4604)	e49884
䘅	(same as 螚) a small gadflies and mosquitoes, (non-classical form of 能) a bear like animal, turtle family, bee family (U+4605)	e49885
䘆	earthworm (U+4606)	e49886
䘇	(same as 蚊) mosquito; gnat (U+4607)	e49887
䘈	(corrupted form of 蠣) oyster (U+4608)	e49888
䘉	(standard form of 蠶) silkworm (U+4609)	e49889
䘊	flies; small insects produced in damp places; a kind of gnat (U+460A)	e4988a
䘋	a kind of insect (U+460B)	e4988b
䘌	gadfly (U+460C)	e4988c
䘍	(same as 蠆) a kind of scorpion, a poisonous insect (U+460D)	e4988d
䘎	name of an insect (U+460E)	e4988e
䘏	(same as 恤) sympathy, pity (U+460F)	e4988f
䘐	(same as standard form 衄) the bleed at the nose, to damage; a setback; a failure (U+4610)	e49890
䘑	(non-classical form of U+8108 脈) the pulse, the veins or arteries (U+4611)	e49891
䘒	boy's reproductive organs, to fleece; to cut down; to scrape; to pare, to enfeeble (U+4612)	e49892
䘓	thick blood of cattle and goat (U+4613)	e49893
䘔	(same as 喀) to vomit; to throw up; to disgorge, coughs (U+4614)	e49894
䘕	prostitute, a trade; an occupation; a profession (U+4615)	e49895
䘖	U+4616 (U+4616)	e49896
䘗	beautiful, exquisite; fine (U+4617)	e49897
䘘	(same as 御) to drive; to control; to manage, imperial, to wait on, clean; pure (U+4618)	e49898
䘙	(same as 衛) to guard; to protect, a keeper (U+4619)	e49899
䘚	(same as U+5352 卒) a servant; an underling, a pawn in chess, abrupt; hurried (U+461A)	e4989a
䘛	(Cant.) 卡䘛, khaki (U+461B)	e4989b
䘜	(same as standard form 巾) a napkin; kerchief or towel, a headgear (U+461C)	e4989c
䘝	a shirt; a garment; a gown, a black dress (U+461D)	e4989d
䘞	U+461E (U+461E)	e4989e
䘟	kind of silk woven with double threads and water proof; lining the coffin, leather lining of clothing (U+461F)	e4989f
䘠	(corrupted form of 袚) greaves, knee-pads, buskins, dress; clothes of minority group in ancient times, children's garments, a mat for wrapping garment, (same as 帗)(in ancient China) a multicolored prop used in dancing rituals (U+4620)	e498a0
䘡	the sleeve (U+4621)	e498a1
䘢	old and shabby (said of clothes), to fill in or to pack clothes with cotton, to remain in a standstill for a long time (U+4622)	e498a2
䘣	clothes that have no lining, stitches in the clothes, wrinkled; crinkled clothes, cotton clothes (U+4623)	e498a3
䘤	a sword covering to protect the scabbard (U+4624)	e498a4
䘥	the front of a Chinese gown, lapel of a Chinese dress-worn by the literati in former days, a short coat; a short top garment, neck-wears for babies, very fine silk fabric (U+4625)	e498a5
䘦	a kind of head-dress wore in funeral rites in old days, fine clothes (U+4626)	e498a6
䘧	U+4627 (U+4627)	e498a7
䘨	short leggings drawn over the trousers, clothes for fisherman (U+4628)	e498a8
䘩	collar, a throat-band to hold the hat, a tassel; a fringe, (same as 袨) in full dress, black colored ceremonial dress (U+4629)	e498a9
䘪	clothes without hem; ragged garments; a garment without a lining, single (U+462A)	e498aa
䘫	(same as 袽) old rags; old clothing, caulking (U+462B)	e498ab
䘬	armour, military dress (U+462C)	e498ac
䘭	the pleates on the lapel of a garment of thin silk (U+462D)	e498ad
䘮	(same as 喪) to lose; death; funeral, to mourn, to destroy (U+462E)	e498ae
䘯	the lapel or collar of a garment or robe, hat (U+462F)	e498af
䘰	a hood; some kind of covering used on a carriage, towel; kerchief (U+4630)	e498b0
䘱	(same as 裕) wealthy; abundance; plenty, generous (U+4631)	e498b1
䘲	U+4632 (U+4632)	e498b2
䘳	(interchangeable 襟) a garment of single thickness, lapel of a garment, collar of a robe formerly worn by the literati, therefore used for educated classes (U+4633)	e498b3
䘴	(same as 衳) short pants; trousers; drawers (U+4634)	e498b4
䘵	hissing sound of the clothes (U+4635)	e498b5
䘶	sleeves, a piece of towel used to block up the ears (U+4636)	e498b6
䘷	sleeves, old and meanly clothes (U+4637)	e498b7
䘸	the lower front of a robe, gown, etc., sleeves, the opening on the lower front of a robe (U+4638)	e498b8
䘹	clothes that have no lining (usually for summer wear) (U+4639)	e498b9
䘺	a seam which has come unsewn; to mend (clothes, etc.), (same as U+8892 袒 U+7DBB 綻) to bare; to strip; bared, ripped seam; a crack, ripped; split (U+463A)	e498ba
䘻	curtain on a carriage or car (U+463B)	e498bb
䘼	stockings; socks, the sleeve (U+463C)	e498bc
䘽	clothing and ornaments; an ornamental item; a decorative artical of a garment (U+463D)	e498bd
䘾	legs of the trousers, a second name for the trousers, fur pants (U+463E)	e498be
䘿	shirt or a jacket without any decorated hem (U+463F)	e498bf
䙀	(same as U+7DB3 繃) a cloth to carry an iinfant on the back, to tie; to bind, to break open, to endure or bear (U+4640)	e49980
䙁	children's garments, a mat for wrapping garments (U+4641)	e49981
䙂	(non-classical form of 衳) short pants; trousers; drawers (U+4642)	e49982
䙃	sleeveless clothes (U+4643)	e49983
䙄	clothes with thick hem, to adjust, to regulate (U+4644)	e49984
䙅	the waistline (in dress-making), a loop for button, a waist band or belt, pleat; a fold (U+4645)	e49985
䙆	slits on the lower part of a gown for freedom of movement (U+4646)	e49986
䙇	clothes of coarse fabric, seams; a fold; pleat of a garment, shirt; jacket (U+4647)	e49987
䙈	a loose garment or cloak, shirt; jacket (U+4648)	e49988
䙉	clothes, the central suture; seams on the back (said of clothes) (U+4649)	e49989
䙊	arid; dry; parched (U+464A)	e4998a
䙋	U+464B (U+464B)	e4998b
䙌	(simplified form) a knot; a button, (dialect) to tie up; fastening; to wear; to slip on, to make a knot by a rope; a piece of string or a ribbon, (same as 繪) to draw (picture) (U+464C)	e4998c
䙍	U+464D (U+464D)	e4998d
䙎	sleeves, a piece of string; a ribbon; (shoe, boot, etc.) lace (U+464E)	e4998e
䙏	short sleeves shirt, clothes that have no lining, (same as 薄) thin; light; slight (U+464F)	e4998f
䙐	furs and linen garments, thin; light; slight, to pound; to beat, to attack, to hull or unhusk (U+4650)	e49990
䙑	(same as 縗 衰) a piece of sackcloth worn on the breast in mourning, the frayed edges of mourning garments (U+4651)	e49991
䙒	to store or save up; to hoard, to strip off; to deprive of, to undress forcibly (U+4652)	e49992
䙓	the lower part of a garment; skirt; petticoat (U+4653)	e49993
䙔	clothes made of poor fabric, head-dress for chidlren (or minority group), an infant's bib (U+4654)	e49994
䙕	clothes that have no lining (U+4655)	e49995
䙖	(same as U+7DB3 繃) a cloth to carry an iinfant on the back (U+4656)	e49996
䙗	a swaddling cloth for infant; a broad bandage for carrying an infant on the back (U+4657)	e49997
䙘	exquisite; fine, bright-colored clothes, clear white (U+4658)	e49998
䙙	clothes (U+4659)	e49999
䙚	(same as 裊 褭) curling up, as smoke, wavering gently; to sway enticingly; winding round and round, in ancient time to cast gold in the shape of horse's hoofs; fine horse (U+465A)	e4999a
䙛	(same as 袞 渿) ceremonial dress of the emperor or very high officials (U+465B)	e4999b
䙜	(corrupted form) legendary mountain deity, (interchangeable 逢) to meet; to come across, to happen; to fall in with (U+465C)	e4999c
䙝	under garrments, intimate with, dirty; ragged, undress; thus -- to treat with irreverence (U+465D)	e4999d
䙞	woolen string; ribbon or lace (U+465E)	e4999e
䙟	heavy clothes (thickness), to hang down (U+465F)	e4999f
䙠	short clothes, to lift up clothes and across a river (U+4660)	e499a0
䙡	(simplified form) a knot; a button, (dialect) to tie up; fastening; to wear; to slip on, to make a knot by a rope; a piece of string or a ribbon, (same as 繪) to draw (picture) (U+4661)	e499a1
䙢	short T-shirt, lined garments without padding (U+4662)	e499a2
䙣	ragged garments or clothing (U+4663)	e499a3
䙤	good; nice; fine, long and large clothes (U+4664)	e499a4
䙥	shiny dresses (U+4665)	e499a5
䙦	upper garments (U+4666)	e499a6
䙧	red color; crimson (U+4667)	e499a7
䙨	(non-classical form of 裹) to wrap or bind (U+4668)	e499a8
䙩	clothes (U+4669)	e499a9
䙪	(same as 襻) a loop for button (U+466A)	e499aa
䙫	U+466B (U+466B)	e499ab
䙬	plaits on the sides of a petticoat, pleates of a skirt, contrast of the mixed colors (U+466C)	e499ac
䙭	(same as U+8930 褰) to lift or raise (one's dress, skirt, etc.), trousers; drawers; pants (U+466D)	e499ad
䙮	strip of the clothes (U+466E)	e499ae
䙯	exquisite; fine, sharp; distinct, bright-colored (U+466F)	e499af
䙰	new feather; damp; moist and sticky, a thin-silk curtain (U+4670)	e499b0
䙱	(same as 襡) a long coat; a long jacket, the connection of the top and bottom of clothes (U+4671)	e499b1
䙲	(same as 遷) to move; to remove, to change (U+4672)	e499b2
䙳	(same as 熛) spiting flames, flashed fire, to shine off and on, to cover; to hide, to seal, to build (U+4673)	e499b3
䙴	to soar as a bird, (ancient form of U+9077 遷) to move, to change (U+4674)	e499b4
䙵	rustic; low; mean, to despise, family name (U+4675)	e499b5
䙶	U+4676 (U+4676)	e499b6
䙷	(ancient form of 得) to obtain; to acquire; to gain, to effect; to attain, can; may; able to be done (U+4677)	e499b7
䙸	(same as U+4677 䙷) to obtain; to acquire; to gain, to effect; to attain, can; may; able to be done (U+4678)	e499b8
䙹	to vomit milk (said of baby), to vomit unwillingly (U+4679)	e499b9
䙺	(corrupted form of 覝)(standard form of 廉) to observe; to watch; to examine (U+467A)	e499ba
䙻	to steal a look; to steal a glance (U+467B)	e499bb
䙼	to see; to observe, to appear, now; present, ready, to summon; to call up, far, deep; profound (U+467C)	e499bc
䙽	to see; to observe (U+467D)	e499bd
䙾	to wait for; to await (interchangeable 伺), (same as 施) to act; to do; to make, to grant; to give, to apply (U+467E)	e499be
䙿	to see; to observe (U+467F)	e499bf
䚀	(non-classical form) to see stealthily; to peek (U+4680)	e49a80
䚁	(same as U+4680 䚀) to see, to see stealthily; to peek (U+4681)	e49a81
䚂	to see; to observe or examine (U+4682)	e49a82
䚃	to realize fully, to make a thorough examination (U+4683)	e49a83
䚄	to make fun of, to having the same idea, feeling, etc. (U+4684)	e49a84
䚅	to look after home or domestic affairs, to search one's own soul, to see; to observe (U+4685)	e49a85
䚆	to see; to look at, to examine (U+4686)	e49a86
䚇	to observe; to inspect carefully, leaking out, a measurement, (non-classical of 省) economical, a province, to save; to avoid (U+4687)	e49a87
䚈	to see; to look at, to examine (U+4688)	e49a88
䚉	to see; to look at, to examine, to spy upon, to wait upon (U+4689)	e49a89
䚊	to look from a distance (U+468A)	e49a8a
䚋	eyesight blurred; dim of sight; giddy or dizzy, (same as 鄖) name of a state (today's Hobei province) in ancient China, name of a place in today's Jiangsu province (U+468B)	e49a8b
䚌	U+468C (U+468C)	e49a8c
䚍	to look at; to observe or inspect; to see (U+468D)	e49a8d
䚎	eyesight blurred; dim of sight, to look steadily at; (Cant.) to peep (through a crack) (U+468E)	e49a8e
䚏	to love; intimate; near to; dear; parents; relatives, to see; to look at; to observe (U+468F)	e49a8f
䚐	getting red in the eyes, to look from a distance (U+4690)	e49a90
䚑	to steal a glance; to peep; to spy on (U+4691)	e49a91
䚒	eyesight blurred; dim of sight, to look steadily at (U+4692)	e49a92
䚓	(same as 瞫) to observe; to examine; to look deeply into (U+4693)	e49a93
䚔	to look suddenly; to look shortly (U+4694)	e49a94
䚕	to search out; to examine into, (Cant.) to give an angry glances at somebody (U+4695)	e49a95
䚖	mountain deity; with human face and animal body (U+4696)	e49a96
䚗	to lift; to raise (U+4697)	e49a97
䚘	the long and upright horns of cattle (U+4698)	e49a98
䚙	a spoon for cooked rice made of horn of an animal, uneven horns of cattle (U+4699)	e49a99
䚚	horn of an animal (U+469A)	e49a9a
䚛	regulate; polish ivory to make it more white (U+469B)	e49a9b
䚜	cattle with crosswise horns, crosswise horns of a cattle (U+469C)	e49a9c
䚝	new-growing horns, to clasp or hold under the arm, to bosom; to embrace (U+469D)	e49a9d
䚞	the middle of the horn (U+469E)	e49a9e
䚟	horns, middle of the horn, (same as 歹) bad; wicked; depraved; vicious (U+469F)	e49a9f
䚠	(ancient form) unbroken firewood, complete; whole; general, round horn, animal's horns, a whole horn (U+46A0)	e49aa0
䚡	bones in a horn of cattle and goat (U+46A1)	e49aa1
䚢	horn, jewelry; ornaments used for woman in old days, an eyelet for the hook of a leather belt, a second for childhood (U+46A2)	e49aa2
䚣	crooked horns of the animal (U+46A3)	e49aa3
䚤	U+46A4 (U+46A4)	e49aa4
䚥	to adjust a bow (U+46A5)	e49aa5
䚦	slanted corners; curved corners, crooked horn (U+46A6)	e49aa6
䚧	curved with angles; curved corner (U+46A7)	e49aa7
䚨	a string fastened to an arrow to draw it back after shooting (U+46A8)	e49aa8
䚩	high; curved; long horns (U+46A9)	e49aa9
䚪	curved horns, (non-classical form of 鱞 鰥) Huge fish found in the Yellow River, said to be unable to close its eyes (U+46AA)	e49aaa
䚫	ornamental articles made of horns used to decorate the top of a stick or horsewhip, to hit; to beat (U+46AB)	e49aab
䚬	U+46AC (U+46AC)	e49aac
䚭	U+46AD (U+46AD)	e49aad
䚮	thicker, heavy, still; yet (U+46AE)	e49aae
䚯	(ancient form of 討) to quell (uprising, rebellion, etc.) to punish (another nation, etc.) by force fo arms, sound; voice; tone (U+46AF)	e49aaf
䚰	to prepare, all complete; all ready, (corrupted and abbreviated form of 訛) false; fake, errors; wrong (U+46B0)	e49ab0
䚱	(ancient form of 信) honesty; good faith; to believe or trust; a letter (U+46B1)	e49ab1
䚲	(non-classical form of 訕) to laugh at; to sneer, to slander; to abuse (U+46B2)	e49ab2
䚳	do not know, to know nothing about, quickly; fast, sharp; keen (U+46B3)	e49ab3
䚴	anger; rage; furious, to scold in a loud voice; to upbraid or revile (U+46B4)	e49ab4
䚵	to induce; to lure; to allure; to attract; to entice; to tempt; to seduce (with speech; words; through talking) (U+46B5)	e49ab5
䚶	to scold in a loud voice (U+46B6)	e49ab6
䚷	to treat; to detain, according to one's wishes, good words; honest; sincere words, an echo, joke; witticism; pleasantry; jest; fun (U+46B7)	e49ab7
䚸	good; virtuous (U+46B8)	e49ab8
䚹	(same as 庀) to prepare, to prepare, all complete; all ready (U+46B9)	e49ab9
䚺	(non-classical form of 謠) ballad; folk song; song, rumor (U+46BA)	e49aba
䚻	(ancient form of 謠) to sing, a ballad, rumour; slander; a false report, from, to follow, to undertake; to attend to (U+46BB)	e49abb
䚼	ashamed (U+46BC)	e49abc
䚽	(interchangeable 耗) news; tidings; report; information; message (U+46BD)	e49abd
䚾	to think of; to remember (someone), to read out aloud, (same as U+46D8 䛘) (U+46BE)	e49abe
䚿	to shout in rage; angry shouts, angry speech, to cry continuously, to groan; to moan (U+46BF)	e49abf
䛀	reasonable authority statements, (same as 呶) noise (especially from a brawling crowd); uproar; turmoil, abusive language, to boast (U+46C0)	e49b80
䛁	(interchangeable 喃 諵) to murmur; in a low voice, to chatter; to gabble (U+46C1)	e49b81
䛂	(same as 誃 謻) to separate from; to leave or depart; to break away, (same as 詑) to cheat; to swindle (U+46C2)	e49b82
䛃	used in person's name (U+46C3)	e49b83
䛄	to console; to comfort; to soothe; to show sympathy for, ill-will; enmity; animus (U+46C4)	e49b84
䛅	loquacious (U+46C5)	e49b85
䛆	(same as 咒 U+546A) to curse; to swear (U+46C6)	e49b86
䛇	to laugh; to smile; to grin; to giggle; to titter; to chuckle, well-intentioned advice (U+46C7)	e49b87
䛈	(interchangeable 誓) to vow; to swear; to teke an oath (U+46C8)	e49b88
䛉	to induce by words (U+46C9)	e49b89
䛊	cheerful all the time; without stopping, to tell; to say, to designated, to think (U+46CA)	e49b8a
